ward_id,household_count,income_range_in_thousands,avg_hh_size
395909,16,10-20,5
396001,55,10-20,5
396002,76,10-20,6
396003,59,0-10,5
396004,77,0-10,5
396005,54,0-10,5
396006,148,10-20,6
396007,180,0-10,5
396008,102,10-20,4
396009,109,10-20,6
396010,208,10-20,5
396011,105,10-20,6
396101,62,0-10,6
396102,73,0-10,6
396103,41,0-10,6
396104,25,0-10,6
396105,21,0-10,5
396106,5,10-20,4
396107,24,0-10,6
396108,7,0-10,5
396109,12,0-10,6
396201,12,0-10,6
396202,5,10-20,5
396203,16,0-10,6
396204,16,10-20,5
396205,8,0-10,5
396206,16,0-10,5
396207,7,10-20,6
396208,11,0-10,6
396209,20,0-10,6
400301,4,20-30,6
400302,1,10-20,9
400303,1,20-30,5
400304,14,20-30,5
400305,31,10-20,7
400306,14,10-20,6
400307,10,10-20,5
400308,14,10-20,5
400309,20,10-20,6
400401,10,20-30,5
400402,5,10-20,5
400403,1,0-10,3
400404,24,10-20,5
400405,55,0-10,5
400406,6,10-20,5
400407,1,0-10,6
400408,4,0-10,5
400409,3,0-10,11
400601,14,20-30,7
400602,21,0-10,5
400603,35,0-10,5
400604,1,20-30,4
400605,7,0-10,5
400606,29,0-10,5
400607,39,0-10,6
400609,15,10-20,5
400701,3,0-10,4
400702,6,20-30,3
400703,1,20-30,3
400704,2,0-10,4
400705,13,0-10,4
400706,7,10-20,4
400707,6,50+,5
400708,7,0-10,4
400709,9,30-50,3
400801,44,0-10,2
400802,92,10-20,3
400803,80,10-20,4
400804,51,0-10,5
400805,70,0-10,5
400806,39,0-10,5
400807,37,10-20,3
400808,34,0-10,3
400809,62,0-10,3
400901,5,20-30,4
400903,3,10-20,3
400904,4,10-20,4
400905,5,10-20,5
400907,10,10-20,4
400908,4,0-10,6
400909,9,0-10,4
401001,32,20-30,5
401002,18,10-20,4
401003,34,10-20,6
401004,50,10-20,6
401005,23,10-20,5
401006,7,0-10,4
401007,15,0-10,5
401008,13,10-20,4
401009,20,10-20,6
401101,43,10-20,5
401102,6,0-10,5
401103,27,10-20,4
401104,15,10-20,5
401105,23,0-10,6
401106,15,0-10,5
401107,17,10-20,4
401108,13,10-20,3
401109,11,0-10,5
401201,10,0-10,4
401202,9,10-20,4
401203,4,0-10,4
401204,6,10-20,4
401205,6,0-10,3
401206,8,0-10,4
401207,4,0-10,5
401208,12,0-10,3
401209,5,0-10,4
401301,36,0-10,4
401302,11,0-10,3
401303,13,10-20,3
401304,2,20-30,5
401305,10,0-10,3
401306,1,30-50,4
401307,28,10-20,3
401308,6,10-20,4
401309,23,10-20,3
401401,31,10-20,6
401402,26,10-20,5
401403,57,0-10,5
401404,59,10-20,4
401405,39,0-10,4
401406,41,10-20,5
401407,18,10-20,2
401408,60,0-10,2
401409,36,0-10,5
401701,106,20-30,4
401702,63,0-10,3
401703,123,20-30,4
401704,116,20-30,4
401705,21,0-10,5
401706,75,0-10,5
401707,60,0-10,5
401708,62,0-10,5
401709,130,0-10,5
401801,1,20-30,9
401802,11,10-20,5
401803,7,10-20,5
401804,13,20-30,5
401805,1,20-30,5
401806,30,20-30,5
401807,9,10-20,5
401808,28,20-30,5
401809,19,20-30,6
402001,9,10-20,5
402002,1,10-20,6
402004,3,0-10,2
402005,14,0-10,3
402006,3,0-10,4
402007,15,0-10,4
402008,29,0-10,3
402009,38,0-10,3
402201,18,0-10,4
402202,22,10-20,5
402203,1,0-10,5
402204,49,10-20,4
402205,24,20-30,5
402206,62,10-20,5
402207,27,0-10,4
402208,13,20-30,5
402209,228,10-20,5
402210,219,10-20,6
402211,197,0-10,4
402212,17,0-10,5
402213,6,20-30,5
402214,95,10-20,5
402215,97,10-20,5
402216,103,10-20,5
402217,74,10-20,5
402218,38,10-20,4
402301,8,20-30,6
402302,23,10-20,5
402303,6,10-20,5
402304,32,10-20,4
402305,19,10-20,3
402306,24,20-30,3
402307,15,0-10,6
402308,9,0-10,5
402309,50,0-10,6
402401,20,0-10,5
402402,8,0-10,4
402403,13,0-10,4
402404,34,0-10,5
402405,21,0-10,6
402406,4,0-10,3
402407,9,0-10,4
402408,27,0-10,5
402409,13,0-10,6
402501,17,10-20,5
402503,4,10-20,4
402504,4,0-10,6
402505,5,10-20,4
402507,8,0-10,5
402508,10,0-10,4
402509,23,0-10,5
402601,89,0-10,4
402602,49,10-20,4
402603,61,0-10,2
402604,21,0-10,2
402605,65,10-20,5
402606,104,0-10,5
402607,47,0-10,3
402608,75,0-10,2
402609,98,0-10,4
402701,17,0-10,6
402702,3,0-10,5
402703,3,0-10,4
402704,23,0-10,5
402705,9,0-10,4
402706,13,0-10,5
402707,5,0-10,4
402709,1,10-20,4
402801,16,10-20,6
402802,27,10-20,5
402803,18,0-10,5
402804,30,10-20,5
402805,43,0-10,6
402806,23,0-10,5
402807,10,0-10,5
402808,33,10-20,5
402809,19,10-20,6
402901,4,10-20,3
402902,1,0-10,1
402903,10,0-10,6
402904,11,0-10,5
402905,5,0-10,5
402906,2,0-10,7
402907,4,0-10,8
402908,7,0-10,5
402909,9,0-10,6
403101,54,0-10,5
403102,28,10-20,5
403103,16,10-20,4
403104,11,0-10,6
403105,29,0-10,5
403106,27,10-20,5
403107,29,0-10,5
403108,19,0-10,4
403109,18,0-10,4
403201,15,10-20,5
403202,21,20-30,5
403203,10,10-20,6
403204,5,10-20,5
403205,11,20-30,5
403206,30,10-20,5
403207,15,20-30,5
403208,7,30-50,5
403209,1,50+,2
403210,20,50+,5
403211,29,0-10,5
403212,11,10-20,5
403213,20,10-20,5
403214,35,20-30,5
403215,48,10-20,4
403216,7,0-10,5
403217,6,10-20,7
403219,307,10-20,5
403220,275,10-20,4
403221,93,10-20,5
403222,79,0-10,5
403223,298,0-10,5
403224,161,0-10,5
403225,104,10-20,6
403226,104,10-20,5
403227,7,10-20,5
403228,212,0-10,4
403229,56,10-20,5
403401,32,10-20,5
403402,23,20-30,5
403403,12,20-30,5
403404,6,20-30,5
403405,17,20-30,5
403406,23,10-20,5
403407,29,10-20,4
403408,9,10-20,4
403409,11,20-30,4
403501,1,0-10,1
403502,5,0-10,3
403504,14,0-10,4
403505,3,0-10,2
403506,3,0-10,3
403507,3,0-10,3
403509,16,0-10,4
403601,58,0-10,5
403602,14,0-10,4
403603,16,10-20,6
403604,22,0-10,5
403605,17,0-10,6
403606,22,10-20,5
403607,13,0-10,5
403608,33,0-10,5
403609,11,0-10,5
403701,2,0-10,4
403702,7,0-10,5
403703,14,0-10,4
403704,13,10-20,7
403705,17,0-10,5
403706,8,0-10,5
403707,18,0-10,5
403708,7,10-20,4
403709,36,10-20,6
403801,6,0-10,5
403802,11,10-20,5
403803,3,0-10,7
403804,5,0-10,4
403805,6,10-20,3
403806,2,0-10,4
403807,1,0-10,8
403808,3,50+,4
403809,7,20-30,4
404001,8,0-10,6
404002,21,0-10,5
404003,9,20-30,6
404004,8,0-10,8
404005,4,0-10,5
404006,13,0-10,5
404007,10,20-30,5
404008,13,10-20,5
404009,8,0-10,5
404101,92,0-10,5
404102,24,0-10,5
404103,43,0-10,5
404104,18,0-10,5
404105,26,0-10,5
404106,55,0-10,5
404107,89,0-10,5
404108,50,0-10,5
404109,43,0-10,5
404201,18,10-20,4
404202,39,0-10,4
404203,51,0-10,4
404204,83,0-10,5
404205,63,0-10,5
404206,43,0-10,3
404207,50,10-20,3
404208,47,10-20,3
404209,80,20-30,3
404301,39,0-10,5
404302,58,0-10,4
404303,28,0-10,4
404304,14,0-10,4
404305,58,0-10,4
404306,43,0-10,3
404307,75,0-10,4
404308,70,0-10,5
404309,72,10-20,4
404401,77,0-10,4
404402,67,0-10,4
404403,34,0-10,5
404404,74,0-10,4
404405,92,0-10,6
404406,55,10-20,3
404407,52,10-20,4
404408,75,10-20,3
404409,59,0-10,4
430101,4,10-20,5
430102,1,10-20,8
430103,8,0-10,5
430104,10,10-20,5
430105,3,10-20,7
430106,26,10-20,6
430107,8,10-20,8
430108,1,0-10,3
430109,8,10-20,4
430301,6,20-30,5
430302,18,0-10,5
430303,9,0-10,5
430304,7,20-30,5
430305,29,10-20,5
430306,6,10-20,3
430307,3,0-10,5
430308,9,0-10,5
430309,3,0-10,4
430401,2,0-10,7
430403,2,10-20,6
430404,1,10-20,3
430405,2,10-20,4
430407,4,10-20,6
430408,5,10-20,7
430409,7,10-20,5
430501,17,10-20,6
430502,14,10-20,5
430503,2,0-10,4
430504,9,10-20,7
430505,3,10-20,7
430506,6,20-30,4
430508,10,10-20,7
430509,1,0-10,8
430602,1,0-10,6
430604,1,10-20,4
430607,2,10-20,6
430609,3,0-10,6
430701,2,10-20,6
430703,5,20-30,5
430704,4,20-30,4
430705,5,10-20,2
430707,1,10-20,2
430709,8,10-20,3
430801,2,0-10,4
430803,2,10-20,4
430804,1,10-20,4
430805,4,10-20,5
430806,1,0-10,6
430807,7,10-20,4
430808,1,10-20,8
430809,1,10-20,4
430902,1,20-30,6
430903,1,10-20,5
430905,4,20-30,8
430906,6,10-20,5
431004,1,20-30,6
431005,1,0-10,3
431006,3,10-20,7
431007,2,10-20,4
431008,1,0-10,1
431009,1,30-50,6
431101,3,10-20,4
431102,1,20-30,4
431104,4,20-30,4
431105,2,20-30,4
431106,2,20-30,6
431107,1,10-20,2
431109,4,10-20,4
431201,2,20-30,6
431202,1,20-30,4
431203,3,20-30,5
431205,1,20-30,8
431209,1,10-20,2
431401,6,10-20,6
431402,2,0-10,3
431403,2,30-50,8
431404,2,20-30,6
431405,2,30-50,7
431406,9,30-50,5
431407,3,0-10,4
431409,2,10-20,4
431503,1,10-20,3
431504,1,10-20,3
431507,1,20-30,1
431603,1,30-50,9
431604,3,10-20,6
431606,4,20-30,4
431607,1,10-20,6
431609,1,30-50,5
431701,2,10-20,5
431702,2,0-10,6
431703,4,0-10,3
431704,2,10-20,6
431705,6,10-20,6
431706,4,10-20,5
431707,5,10-20,8
431708,3,10-20,7
431709,9,10-20,6
431801,57,10-20,6
431802,32,0-10,5
431803,9,0-10,7
431804,66,0-10,5
431805,21,10-20,6
431806,18,10-20,6
431807,14,10-20,4
431808,52,0-10,4
431809,27,0-10,4
431810,29,0-10,4
431811,42,0-10,4
431812,19,0-10,4
431813,51,0-10,4
431814,25,0-10,6
431901,4,10-20,4
431902,6,20-30,6
431903,5,20-30,6
431904,4,0-10,5
431905,2,10-20,5
431906,10,10-20,5
431907,6,0-10,4
431908,5,20-30,4
431909,3,10-20,6
432007,2,20-30,5
432102,4,20-30,5
432103,4,20-30,4
432105,1,20-30,2
432201,5,20-30,3
432202,3,20-30,3
432301,2,20-30,4
432302,3,10-20,4
432304,2,20-30,4
432306,4,10-20,4
432309,1,20-30,5
432402,1,20-30,2
432403,1,0-10,3
432405,2,10-20,4
432406,4,10-20,4
432407,1,20-30,4
432409,1,10-20,7
432501,2,20-30,6
432503,3,20-30,4
432505,1,20-30,1
432601,4,10-20,4
432602,4,10-20,3
432603,5,20-30,4
432604,1,30-50,3
432605,3,20-30,3
432606,1,20-30,5
432608,12,20-30,5
432609,8,20-30,4
432701,2,0-10,5
432801,7,20-30,5
432802,7,0-10,3
432803,4,20-30,5
432805,4,20-30,4
432806,1,20-30,2
432807,2,0-10,3
432809,5,20-30,4
432901,1,10-20,3
432902,1,10-20,4
432903,6,10-20,6
432905,3,10-20,5
432906,2,0-10,5
432907,3,10-20,4
432908,3,10-20,5
432909,12,10-20,7
433002,1,0-10,2
433003,3,0-10,4
433005,2,0-10,5
433006,2,0-10,4
433009,2,0-10,4
433201,1,0-10,6
433202,16,10-20,6
433203,3,10-20,6
433205,2,0-10,7
433207,2,10-20,3
433209,1,20-30,6
433301,14,10-20,7
433302,11,10-20,5
433303,6,20-30,6
433304,3,20-30,6
433305,3,10-20,7
433306,5,10-20,5
433307,3,0-10,7
433308,9,10-20,7
433309,22,20-30,6
433406,1,0-10,2
433407,3,0-10,3
433408,1,0-10,5
433409,10,0-10,6
433602,2,20-30,4
433603,3,20-30,4
433605,1,30-50,8
433606,5,20-30,3
433607,2,20-30,4
433608,2,0-10,2
433609,4,20-30,6
433702,10,20-30,5
433704,10,20-30,5
433705,21,20-30,4
433706,5,20-30,5
433707,10,10-20,5
433708,6,30-50,5
433709,5,20-30,8
433901,2,10-20,5
433902,2,10-20,8
433903,2,10-20,4
433904,7,10-20,3
433905,1,10-20,2
433906,1,10-20,6
433907,4,20-30,3
433908,1,20-30,6
434004,3,30-50,6
434005,7,10-20,6
434006,1,20-30,7
434007,1,10-20,3
434104,2,20-30,9
434105,5,20-30,4
434106,1,0-10,1
434107,4,20-30,6
434108,6,0-10,4
434109,10,20-30,4
440101,44,10-20,2
440102,20,0-10,2
440103,41,0-10,2
440104,20,0-10,2
440105,12,0-10,2
440106,20,0-10,2
440107,33,10-20,2
440108,33,0-10,2
440109,34,0-10,2
440201,10,0-10,5
440202,7,0-10,6
440203,15,0-10,7
440204,33,0-10,6
440205,9,0-10,4
440206,13,0-10,5
440207,20,0-10,5
440208,4,0-10,6
440209,18,0-10,4
440301,22,0-10,5
440302,55,0-10,6
440303,41,10-20,8
440304,54,0-10,6
440305,30,0-10,7
440306,54,0-10,6
440307,31,0-10,6
440308,23,10-20,8
440309,87,10-20,6
440401,7,0-10,4
440402,29,0-10,4
440403,1,0-10,3
440404,2,0-10,4
440407,3,0-10,3
440408,1,0-10,5
440501,3,0-10,3
440502,2,0-10,3
440503,6,0-10,3
440504,9,0-10,2
440505,4,0-10,4
440506,16,0-10,3
440507,5,0-10,2
440508,4,0-10,2
440509,8,0-10,2
440601,4,0-10,3
440602,1,0-10,4
440603,1,0-10,2
440604,1,0-10,6
440607,1,0-10,5
440702,2,0-10,4
440703,2,10-20,3
440705,2,0-10,3
440708,5,0-10,3
440801,73,0-10,7
440802,57,0-10,6
440803,41,50+,6
440804,45,0-10,5
440805,44,20-30,6
440806,44,10-20,6
440807,53,10-20,5
440808,60,0-10,5
440809,71,10-20,6
440901,8,20-30,7
440902,15,0-10,4
440903,13,10-20,5
440904,3,0-10,4
440905,3,0-10,5
440906,12,0-10,6
440907,16,0-10,6
440908,5,0-10,4
440909,6,0-10,5
441001,6,0-10,5
441002,12,0-10,6
441003,15,0-10,6
441004,11,0-10,5
441005,3,0-10,4
441006,4,0-10,5
441007,6,0-10,7
441008,3,0-10,4
441009,3,0-10,6
441101,9,0-10,5
441102,8,0-10,4
441103,49,0-10,5
441104,33,20-30,6
441105,10,10-20,5
441106,8,0-10,6
441107,5,10-20,5
441109,16,0-10,5
441201,9,0-10,3
441203,2,0-10,6
441205,1,10-20,6
441207,6,0-10,4
441208,3,0-10,3
441209,1,0-10,3
441301,65,0-10,5
441302,83,0-10,4
441303,36,20-30,5
441304,54,10-20,5
441305,49,20-30,5
441306,47,0-10,5
441307,31,20-30,5
441308,26,0-10,5
441309,82,0-10,7
441401,48,0-10,5
441402,50,10-20,5
441403,54,20-30,6
441404,30,10-20,7
441405,62,0-10,5
441406,62,0-10,3
441407,82,0-10,5
441408,65,0-10,2
441409,45,10-20,2
441601,5,0-10,3
441602,2,10-20,3
441603,2,0-10,2
441604,2,0-10,2
441605,26,0-10,3
441606,7,10-20,2
441607,13,0-10,3
441608,6,0-10,3
441609,8,0-10,2
441701,37,10-20,5
441702,66,20-30,5
441703,75,10-20,3
441704,95,10-20,4
441705,94,10-20,4
441706,130,10-20,5
441707,142,10-20,4
441708,107,10-20,4
441709,62,20-30,5
441710,17,20-30,5
441711,68,20-30,5
441712,185,10-20,4
441713,94,0-10,5
441714,83,0-10,5
441715,157,0-10,4
441716,32,0-10,6
441717,105,0-10,4
441718,69,0-10,4
441802,7,0-10,5
441803,2,0-10,2
441805,8,0-10,4
441806,1,0-10,4
441807,4,0-10,4
441809,9,0-10,4
441901,13,0-10,4
441902,4,0-10,2
441903,8,0-10,4
441904,10,0-10,3
441905,5,0-10,2
441906,23,0-10,4
441907,9,0-10,4
441908,9,0-10,5
441909,3,0-10,2
442002,20,10-20,3
442003,4,0-10,3
442004,15,10-20,4
442005,5,10-20,4
442006,4,0-10,4
442008,7,0-10,3
442009,6,10-20,3
442201,1,20-30,7
442202,4,0-10,5
442203,1,10-20,5
442205,7,20-30,4
442206,2,10-20,5
442207,7,0-10,6
442208,4,0-10,6
442209,4,30-50,6
442301,23,0-10,5
442302,27,0-10,4
442303,60,0-10,4
442304,21,10-20,4
442305,46,0-10,2
442306,55,0-10,2
442307,51,0-10,2
442308,63,0-10,3
442309,36,10-20,3
442401,35,0-10,4
442402,31,0-10,4
442403,49,10-20,4
442404,43,0-10,4
442405,36,0-10,4
442406,36,0-10,5
442407,36,10-20,4
442408,56,0-10,4
442409,42,0-10,4
442501,7,0-10,6
442502,22,10-20,6
442503,17,0-10,5
442504,17,20-30,6
442505,30,20-30,6
442506,9,20-30,6
442507,15,10-20,7
442508,6,0-10,5
442509,16,0-10,7
442601,45,0-10,7
442602,79,0-10,7
442603,39,20-30,7
442604,71,10-20,6
442605,65,0-10,6
442606,65,0-10,7
442607,107,0-10,6
442608,54,0-10,6
442609,140,10-20,6
442701,2,10-20,6
442703,1,10-20,6
442704,1,10-20,14
442705,9,20-30,5
442706,5,10-20,7
442707,3,10-20,5
442708,7,20-30,8
442709,7,10-20,4
442901,35,10-20,4
442902,23,10-20,4
442903,13,10-20,5
442904,17,10-20,6
442905,17,20-30,5
442906,30,20-30,5
442907,36,0-10,5
442908,14,10-20,5
442909,43,20-30,5
443101,25,10-20,6
443102,41,0-10,6
443103,27,0-10,6
443104,17,0-10,5
443105,30,0-10,6
443106,26,10-20,6
443107,26,0-10,6
443108,14,0-10,5
443109,8,0-10,6
443203,2,0-10,2
443205,1,10-20,5
443206,4,0-10,5
443207,1,0-10,4
443208,1,0-10,3
443209,5,0-10,4
443301,40,10-20,4
443302,18,10-20,3
443303,24,10-20,3
443304,16,10-20,4
443305,56,10-20,3
443306,32,0-10,3
443307,4,10-20,4
443308,3,0-10,3
443309,1,10-20,4
443401,19,30-50,6
443402,34,0-10,5
443403,20,0-10,5
443404,18,0-10,5
443405,24,20-30,6
443406,24,20-30,6
443407,16,0-10,4
443408,30,10-20,5
443409,23,0-10,4
443501,19,0-10,2
443502,1,0-10,6
443503,13,0-10,4
443504,4,0-10,5
443505,23,0-10,5
443506,5,0-10,3
443507,2,0-10,2
443508,4,0-10,3
443509,6,0-10,4
443602,4,0-10,4
443603,1,0-10,4
443605,3,0-10,3
443606,2,0-10,3
443607,3,20-30,4
443608,1,10-20,4
443701,30,0-10,3
443702,24,0-10,4
443703,38,10-20,4
443704,19,0-10,3
443705,47,0-10,4
443706,5,0-10,4
443707,14,0-10,3
443708,17,0-10,4
443709,7,0-10,4
443801,6,0-10,4
443802,2,0-10,4
443804,2,0-10,4
443805,2,0-10,5
443806,2,0-10,3
443808,1,0-10,4
443809,16,0-10,4
443901,31,0-10,5
443902,25,0-10,6
443903,13,0-10,8
443904,17,0-10,5
443905,21,0-10,6
443906,15,0-10,5
443907,7,0-10,4
443908,10,10-20,6
443909,6,0-10,5
444201,5,0-10,3
444202,10,0-10,5
444203,10,0-10,5
444204,28,0-10,6
444205,8,0-10,10
444206,9,10-20,6
444207,28,0-10,7
444208,14,0-10,5
444209,5,0-10,5
444301,20,10-20,3
444302,10,10-20,3
444303,9,0-10,2
444304,9,10-20,3
444305,7,0-10,5
444306,11,10-20,4
444307,19,0-10,4
444308,9,0-10,4
444309,15,10-20,2
444401,46,30-50,5
444402,66,30-50,6
444403,72,10-20,6
444404,31,20-30,7
444405,93,10-20,2
444406,54,10-20,5
444407,53,10-20,1
444408,42,50+,6
444409,65,20-30,1
444501,16,0-10,6
444503,14,0-10,3
444504,36,0-10,4
444505,39,0-10,4
444506,2,0-10,7
444507,5,0-10,4
444508,5,0-10,4
444509,45,0-10,4
444601,25,10-20,7
444602,23,10-20,6
444603,25,0-10,7
444604,13,10-20,5
444605,21,10-20,7
444606,32,10-20,6
444607,31,10-20,6
444608,29,10-20,7
444609,52,0-10,6
444701,27,0-10,5
444702,11,0-10,5
444703,25,0-10,4
444704,26,0-10,5
444705,45,0-10,4
444706,21,0-10,5
444707,12,0-10,5
444708,73,0-10,4
444709,31,0-10,5
444901,38,0-10,5
444902,24,0-10,6
444903,28,0-10,6
444904,19,0-10,6
444905,24,0-10,6
444906,42,0-10,6
444907,34,0-10,6
444908,22,0-10,9
444909,29,0-10,7
445001,5,0-10,4
445002,3,10-20,6
445003,7,0-10,3
445004,8,0-10,4
445005,9,0-10,5
445006,25,20-30,5
445007,1,30-50,9
445008,3,20-30,8
445009,27,0-10,4
445101,13,0-10,5
445102,6,0-10,4
445103,15,0-10,5
445104,6,0-10,4
445106,5,0-10,5
445107,11,0-10,4
445108,17,0-10,4
445109,7,0-10,5
445201,43,20-30,6
445202,79,20-30,5
445203,65,0-10,5
445204,70,0-10,5
445205,28,10-20,5
445206,61,10-20,4
445207,47,10-20,4
445208,51,10-20,6
445209,45,10-20,5
445301,22,0-10,4
445302,73,0-10,4
445303,92,0-10,5
445304,9,0-10,3
445305,8,10-20,4
445306,15,0-10,4
445307,33,0-10,4
445308,44,0-10,4
445309,43,0-10,4
445401,48,10-20,6
445402,40,10-20,6
445403,23,10-20,6
445404,46,10-20,6
445405,28,10-20,7
445406,23,10-20,5
445407,21,0-10,7
445408,23,10-20,5
445409,34,10-20,5
445501,82,0-10,7
445502,46,0-10,6
445503,39,0-10,8
445504,64,0-10,6
445505,47,20-30,6
445506,50,30-50,5
445507,47,10-20,6
445508,53,10-20,5
445509,74,10-20,6
450101,1,0-10,4
450102,3,0-10,4
450103,2,0-10,4
450108,2,0-10,5
450109,3,10-20,5
450201,19,10-20,7
450202,4,10-20,6
450203,9,10-20,6
450204,23,10-20,6
450205,15,10-20,5
450206,34,10-20,5
450207,27,10-20,6
450208,4,10-20,8
450209,13,0-10,7
450304,10,0-10,6
450306,18,0-10,7
450307,28,0-10,6
450308,16,10-20,7
450309,21,10-20,6
450501,22,0-10,6
450502,7,0-10,5
450503,30,0-10,5
450504,19,0-10,5
450505,9,0-10,5
450506,1,0-10,5
450507,8,0-10,7
450508,10,0-10,5
450509,7,0-10,5
450601,10,0-10,6
450602,1,0-10,4
450603,3,0-10,6
450604,2,0-10,7
450607,1,0-10,7
450701,10,0-10,5
450702,3,0-10,6
450706,2,0-10,7
450707,5,10-20,5
450708,1,20-30,5
450709,3,10-20,2
450801,1,10-20,3
450803,1,10-20,6
450806,1,10-20,4
450807,1,0-10,4
450809,1,10-20,9
450901,4,0-10,4
450902,7,10-20,5
450903,6,0-10,4
450904,5,10-20,5
450905,15,10-20,4
450907,5,10-20,4
450908,10,0-10,6
451001,14,10-20,5
451002,14,10-20,4
451003,8,10-20,5
451004,39,10-20,5
451005,14,10-20,5
451006,53,0-10,4
451007,28,0-10,5
451008,38,0-10,5
451009,12,0-10,4
451101,2,0-10,4
451104,2,0-10,7
451105,25,0-10,5
451106,2,0-10,4
451107,3,0-10,4
451109,8,0-10,5
451202,1,10-20,5
451203,1,0-10,4
451205,2,10-20,4
451206,2,10-20,5
451207,25,10-20,5
451208,2,10-20,6
451209,11,10-20,4
451302,4,0-10,4
451305,6,0-10,4
451306,4,0-10,4
451309,5,0-10,3
451402,3,0-10,4
451403,2,0-10,3
451404,3,0-10,4
451406,11,0-10,4
451407,1,10-20,4
451409,12,0-10,4
451501,4,10-20,4
451503,1,10-20,5
451504,1,0-10,5
451505,1,20-30,4
451506,1,0-10,2
451507,1,0-10,3
451508,1,0-10,2
451509,1,10-20,6
451601,22,10-20,4
451602,30,0-10,5
451603,23,0-10,5
451604,38,0-10,5
451605,34,0-10,5
451606,25,0-10,5
451607,13,0-10,4
451608,6,0-10,6
451609,7,0-10,5
451701,7,0-10,8
451702,19,0-10,5
451703,7,0-10,6
451704,6,0-10,5
451705,10,0-10,7
451706,2,10-20,7
451707,3,10-20,4
451708,4,0-10,6
451709,8,10-20,8
451801,16,0-10,7
451802,3,0-10,4
451803,10,0-10,6
451804,9,0-10,6
451805,12,10-20,6
451806,7,10-20,5
451807,6,0-10,6
451808,13,10-20,6
451809,7,10-20,8
451901,1,10-20,6
451904,2,10-20,4
451905,2,10-20,6
451908,4,10-20,4
452007,1,0-10,4
452103,1,30-50,6
452104,2,0-10,4
452105,5,0-10,4
452201,6,0-10,8
452202,6,0-10,5
452203,9,0-10,6
452204,22,0-10,7
452205,3,0-10,9
452206,12,0-10,6
452207,2,0-10,4
452208,16,0-10,6
452209,20,0-10,6
452301,3,10-20,4
452302,3,10-20,7
452303,5,0-10,5
452304,2,0-10,8
452305,3,0-10,6
452306,14,0-10,6
452307,9,10-20,5
452308,7,10-20,5
452309,4,0-10,6
452401,3,10-20,5
452402,6,10-20,5
452404,3,10-20,5
452405,15,10-20,5
452407,1,10-20,4
452408,10,10-20,7
452409,4,0-10,6
452501,3,0-10,5
452502,4,0-10,8
452503,7,0-10,8
452504,7,0-10,6
452505,10,0-10,7
452506,2,0-10,7
452507,2,0-10,4
452508,7,0-10,7
452509,6,0-10,8
452601,21,10-20,5
452602,10,10-20,6
452603,19,10-20,6
452604,5,0-10,7
452605,8,10-20,4
452606,1,10-20,7
452607,12,10-20,6
452608,8,0-10,6
452609,7,10-20,5
452702,2,10-20,6
452703,3,10-20,5
452705,5,0-10,6
452706,3,0-10,7
452707,1,10-20,6
452708,6,0-10,5
452709,1,0-10,4
452901,2,10-20,5
452902,6,0-10,5
452903,5,0-10,3
452904,7,0-10,5
452905,3,0-10,4
452906,4,0-10,5
452907,5,10-20,6
452908,1,10-20,2
452909,3,0-10,4
453001,15,10-20,6
453002,6,0-10,6
453003,4,10-20,8
453004,2,0-10,4
453005,4,10-20,6
453006,7,10-20,6
453007,3,0-10,6
453008,2,0-10,7
453009,4,0-10,7
453101,95,20-30,5
453102,104,20-30,4
453103,73,20-30,5
453104,112,20-30,5
453105,132,20-30,4
453106,71,20-30,4
453107,81,10-20,4
453108,42,0-10,3
453109,37,0-10,3
453110,51,0-10,3
453111,145,0-10,4
453201,1,10-20,4
453208,2,10-20,5
453301,1,0-10,4
453304,1,0-10,4
453305,3,10-20,5
453306,1,0-10,2
453309,3,0-10,6
453401,1,0-10,4
453402,2,10-20,6
453403,1,10-20,5
453404,3,10-20,3
453405,3,0-10,6
453406,5,10-20,7
453407,3,10-20,6
453409,3,10-20,7
453501,18,20-30,4
453502,10,20-30,5
453503,10,10-20,5
453504,12,10-20,4
453505,1,10-20,5
453506,2,20-30,4
453507,5,10-20,4
453508,10,10-20,5
453509,6,0-10,5
453602,1,0-10,2
453606,1,10-20,4
453607,1,10-20,7
453608,1,10-20,5
453701,2,10-20,4
453703,7,10-20,4
453705,1,20-30,4
453706,5,10-20,3
453807,2,0-10,6
453808,2,10-20,6
453809,3,0-10,3
453901,1,10-20,7
453902,2,0-10,4
453903,4,0-10,6
453904,2,0-10,5
453905,2,0-10,12
453906,2,0-10,7
453907,1,0-10,7
453908,1,0-10,6
453909,1,0-10,4
454001,1,0-10,3
454003,2,0-10,4
454004,3,0-10,4
454006,1,10-20,3
454008,1,0-10,5
454102,2,10-20,8
454104,2,0-10,4
454105,2,10-20,5
454106,2,0-10,3
454107,2,10-20,8
454108,3,0-10,4
454109,4,10-20,6
454201,11,0-10,6
454202,2,0-10,5
454203,12,0-10,5
454204,6,0-10,6
454205,3,0-10,5
454206,3,0-10,5
454207,6,0-10,8
454208,5,0-10,4
454209,5,10-20,5
454301,4,10-20,3
454302,1,0-10,4
454303,6,0-10,4
454304,5,0-10,4
454305,6,0-10,3
454306,3,0-10,4
454307,1,10-20,4
454308,1,0-10,2
454401,3,10-20,4
454402,9,10-20,4
454403,14,20-30,4
454404,14,10-20,3
454405,6,20-30,4
454406,20,20-30,4
454407,15,10-20,3
454408,7,20-30,3
